行政区域,房屋名称,时间,价格(万),平均价格,房屋户型,总层数,建筑面积,户型结构,建筑类型,房屋朝向,建成年代,装修情况,建筑结构,梯户比例,配备电梯,所在楼层
通州区,泰山公寓 2室1厅 82平米,20200609,91,11037,2室1厅,5,82,平层,板楼,东南南,2009,精装,混合结构,一梯两户,暂无数据,中楼层
通州区,书香华府小区 2室2厅 110平米,20200613,140,12710,2室2厅,24,110,平层,板楼,南,2015,简装,混合结构,两梯两户,有,高楼层
通州区,星源佳苑 5室2厅 258平米,20200609,129,4996,5室2厅,6,258,复式,板楼,南,2000,简装,混合结构,一梯两户,暂无数据,高楼层
通州区,江海名都 3室1厅 110平米,20200613,157,14273,3室1厅,5,110,暂无数据,板楼,南,2002,精装,钢混结构,一梯两户,无,中楼层
通州区,金沙镇C-131地块综合楼 4室2厅 162.17平米,20200609,78,4810,4室2厅,5,162.17,平层,板楼,南北,2000,简装,钢混结构,一梯一户,暂无数据,高楼层
通州区,南山新村 3室2厅 120平米,20200609,97,8001,3室2厅,5,120,平层,板楼,南,2007,精装,混合结构,一梯两户,无,中楼层
通州区,江海皇都私家花园 4室2厅 145平米,20200612,213,14683,4室2厅,17,145,平层,板楼,南,2011,精装,混合结构,一梯两户,暂无数据,低楼层
通州区,通州花苑 4室1厅 133平米,20200612,70,5264,4室1厅,7,133,平层,板楼,南,2000,毛坯,混合结构,一梯两户,无,高楼层
通州区,名人世家 3室2厅 136.1平米,20200609,144,10581,3室2厅,6,136.1,暂无数据,板楼,南,2011,毛坯,钢混结构,一梯两户,无,中楼层
通州区,江海皇都私家花园 2室2厅 96平米,20200612,148,15417,2室2厅,11,96,平层,板楼,南,2010,精装,钢混结构,两梯三户,有,低楼层
通州区,翰铂府北区 3室2厅 120平米,20200609,153,12749,3室2厅,22,120,平层,板楼,南,2012,毛坯,混合结构,六梯三户,有,高楼层
通州区,碧桂园天玺湾 4室1厅 139.89平米,20200612,195,13940,4室1厅,18,139.89,平层,板楼,南,2014,精装,钢混结构,两梯两户,有,高楼层
通州区,兴飞花苑 3室2厅 139.4平米,20200609,112,8035,3室2厅,10,139.4,平层,板楼,南,2014,毛坯,钢混结构,一梯两户,暂无数据,高楼层
通州区,星源名苑 2室2厅 99.8平米,20200611,148,14810,2室2厅,24,99.8,平层,板楼,南北,2017,简装,混合结构,两梯四户,有,高楼层
通州区,玖熙墅 5室1厅 200平米,20200609,340,17000,5室1厅,3,200,暂无数据,板塔结合,南,2019,毛坯,框架结构,一梯六户,无,低楼层
通州区,罗福宫 4室2厅 137.55平米,20200611,230,16722,4室2厅,11,137.55,平层,板塔结合,南,2010,精装,钢混结构,两梯两户,有,中楼层
通州区,瀚学苑 2室1厅 76平米,20200609,95,12474,2室1厅,12,76,平层,板楼,南,2010,简装,混合结构,一梯四户,有,中楼层
通州区,新三园花苑 1室1厅 58平米,20200611,71,12207,1室1厅,10,58,平层,板楼,南,2013,简装,钢混结构,八梯四户,有,高楼层
通州区,银河家园 2室2厅 97.5平米,20200609,114,11660,2室2厅,8,97.5,暂无数据,板楼,南,2014,简装,混合结构,一梯两户,有,中楼层
通州区,天霞苑 3室2厅 78平米,20200611,105,13462,3室2厅,14,78,平层,板楼,南,2015,精装,混合结构,一梯四户,有,高楼层
通州区,佳源都市 3室2厅 112.56平米,20200611,144,12794,3室2厅,19,112.56,平层,板塔结合,南,2018,毛坯,混合结构,十六梯两户,有,中楼层
通州区,天晖苑 4室2厅 150平米,20200609,108,7200,4室2厅,14,150,复式,板楼,南,2012,毛坯,钢混结构,两梯四户,有,高楼层
通州区,金霞北苑 2室1厅 71平米,20200611,92,12930,2室1厅,6,71,平层,板楼,南,2010,毛坯,混合结构,一梯两户,无,低楼层
通州区,星源名苑 3室2厅 107.56平米,20200609,150,13946,3室2厅,27,107.56,平层,板楼,南北,2015,毛坯,混合结构,两梯四户,有,中楼层
通州区,东大俪鑫 3室2厅 132平米,20200611,108,8182,3室2厅,5,132,暂无数据,板楼,南,2012,毛坯,钢混结构,一梯两户,无,中楼层
通州区,泰山公寓 2室1厅 87.5平米,20200609,85,9621,2室1厅,5,87.5,平层,板楼,南,2011,毛坯,混合结构,一梯两户,暂无数据,低楼层
通州区,星源名苑 2室2厅 100平米,20200611,154,15316,2室2厅,24,100,暂无数据,板楼,南北,2015,简装,混合结构,两梯四户,有,高楼层
通州区,富都豪园 3室2厅 109.3平米,20200609,135,12352,3室2厅,34,109.3,平层,板楼,南,2019,毛坯,混合结构,两梯六户,有,高楼层
通州区,瀚学苑 2室2厅 99.01平米,20200611,116,11716,2室2厅,11,99.01,平层,板楼,南,2008,简装,钢混结构,一梯两户,暂无数据,中楼层
通州区,金桥花园 3室2厅 110平米,20200608,128,11637,3室2厅,10,110,平层,板楼,南,2010,精装,钢混结构,一梯两户,暂无数据,中楼层
通州区,碧桂园天玺湾 2室1厅 88平米,20200608,141,16023,2室1厅,28,88,平层,板楼,南,2014,简装,混合结构,十六梯三户,有,低楼层
通州区,碧桂园天玺湾 3室1厅 106平米,20200611,160,15076,3室1厅,30,106,暂无数据,板楼,南,2015,简装,混合结构,一梯两户,暂无数据,高楼层
通州区,金和小区 2室1厅 78.64平米,20200608,76,9665,2室1厅,7,78.64,平层,板楼,南,2000,简装,钢混结构,一梯两户,无,低楼层
通州区,金韵华庭 2室1厅 99.74平米,20200608,127,12694,2室1厅,17,99.74,平层,板塔结合,南,2019,毛坯,钢混结构,一梯三户,有,高楼层
通州区,八角亭小区 4室2厅 163.9平米,20200608,105,6395,4室2厅,6,163.9,平层,板楼,南,1998,精装,钢混结构,一梯两户,无,中楼层
通州区,佳源都市 3室2厅 126平米,20200608,168,13334,3室2厅,8,126,暂无数据,板塔结合,南,2013,毛坯,钢混结构,两梯八户,有,中楼层
通州区,富都豪园 2室1厅 110平米,20200608,129,11691,2室1厅,34,110,平层,板楼,南,2014,毛坯,混合结构,两梯五户,有,低楼层
通州区,江海皇都私家花园 2室2厅 97平米,20200608,136,14021,2室2厅,11,97,平层,板楼,南,2010,精装,钢混结构,两梯三户,有,低楼层
通州区,世纪城 3室2厅 137.64平米,20200608,178,12933,3室2厅,16,137.64,错层,板塔结合,南,2005,精装,钢混结构,一梯两户,有,高楼层
通州区,果园南苑 3室2厅 131平米,20200608,157,11970,3室2厅,10,131,平层,板楼,南北,2009,精装,钢混结构,两梯两户,有,中楼层
通州区,金韵华庭 2室2厅 80平米,20200608,116,14500,2室2厅,9,80,平层,板塔结合,南,2018,毛坯,混合结构,三梯两户,有,中楼层
通州区,翰铂府北区 2室2厅 88平米,20200608,125,14182,2室2厅,22,88,平层,板楼,南,2014,精装,钢混结构,两梯三户,有,低楼层
通州区,金南小区 3室1厅 109平米,20200608,72,6549,3室1厅,6,109,平层,板楼,南,1998,简装,钢混结构,一梯两户,无,高楼层
通州区,富力院士廷 4室2厅 170平米,20200608,238,14000,4室2厅,8,170,平层,板塔结合,南北,2017,精装,未知结构,两梯两户,有,中楼层
通州区,世纪城 3室2厅 166.3平米,20200607,150,9020,3室2厅,15,166.3,平层,板塔结合,南,2012,精装,钢混结构,三梯三户,有,低楼层
通州区,中南万科大都会 3室2厅 136平米,20200607,238,17500,3室2厅,8,136,平层,板楼,南,2019,简装,钢混结构,一梯两户,有,高楼层
通州区,佳乐花苑 5室2厅 235平米,20200607,135,5745,5室2厅,6,235,复式,板楼,南,2008,简装,钢混结构,一梯两户,无,高楼层
通州区,通州城市花园 3室2厅 72平米,20200607,56,7778,3室2厅,8,72,平层,板楼,南北,1999,精装,混合结构,一梯两户,无,高楼层
通州区,瀚学苑 1室1厅 53.77平米,20200607,68,12647,1室1厅,12,53.77,平层,板楼,南,2008,精装,混合结构,一梯四户,有,高楼层
通州区,书香华府小区 2室1厅 86平米,20200607,143,16628,2室1厅,24,86,平层,板楼,南,2015,精装,钢混结构,两梯四户,有,高楼层
通州区,杏林新村 2室1厅 63平米,20200607,59,9366,2室1厅,6,63,平层,板楼,南,1995,简装,砖混结构,一梯三户,暂无数据,高楼层
通州区,金霞北苑 5室3厅 205.39平米,20200607,170,8258,5室3厅,10,205.39,复式,板楼,南,2003,精装,钢混结构,两梯两户,有,高楼层
通州区,佳源都市 3室2厅 136平米,20200607,173,12721,3室2厅,9,136,平层,板塔结合,南北,2019,毛坯,混合结构,二十梯两户,有,低楼层
通州区,百家花苑 4室2厅 154平米,20200607,109,7052,4室2厅,6,154,暂无数据,板楼,南,2008,其他,钢混结构,一梯两户,无,高楼层
通州区,碧桂园天玺湾 3室2厅 129.56平米,20200607,186,14357,3室2厅,31,129.56,平层,板塔结合,南,2018,简装,钢混结构,两梯三户,有,中楼层
通州区,罗福宫 4室2厅 299.22平米,20200606,698,23328,4室2厅,4,299.22,复式,板楼,南北,2016,精装,混合结构,一梯六户,无,低楼层
通州区,御景园 2室2厅 98.3平米,20200606,50,5067,2室2厅,8,98.3,平层,板楼,南,2011,精装,混合结构,一梯两户,无,中楼层
通州区,富都豪园 3室2厅 119平米,20200606,133,11177,3室2厅,34,119,平层,板楼,南,2012,毛坯,混合结构,两梯五户,有,高楼层
通州区,书香华府小区 3室2厅 128.02平米,20200606,218,17029,3室2厅,17,128.02,平层,板楼,南,2015,精装,混合结构,两梯两户,有,高楼层
通州区,国际商城 2室1厅 84平米,20200606,64,7524,2室1厅,6,84,平层,板楼,南,1995,毛坯,砖混结构,一梯四户,无,中楼层
通州区,翰铂府南区 3室2厅 123.5平米,20200606,143,11579,3室2厅,22,123.5,平层,板塔结合,南,2014,毛坯,钢混结构,一梯两户,暂无数据,高楼层
通州区,天晖苑 2室1厅 78平米,20200605,95,12180,2室1厅,14,78,平层,板楼,南,2013,精装,钢混结构,两梯四户,有,高楼层
通州区,天熹苑 2室2厅 78平米,20200605,87,11139,2室2厅,14,78,平层,板楼,南北,2015,毛坯,混合结构,两梯四户,有,低楼层
通州区,仁和景苑 2室1厅 89.96平米,20200602,103,11450,2室1厅,18,89.96,平层,板楼,南,2015,毛坯,混合结构,两梯三户,有,高楼层
通州区,天霞苑 2室2厅 76平米,20200605,98,12869,2室2厅,14,76,平层,板楼,南,2014,精装,混合结构,一梯四户,有,中楼层
通州区,星源佳苑 2室2厅 105平米,20200605,115,10896,2室2厅,6,105,复式,板楼,南,2003,精装,钢混结构,一梯两户,暂无数据,高楼层
通州区,金霞南苑北区 3室2厅 129.38平米,20200602,135,10435,3室2厅,10,129.38,平层,板楼,南,2012,毛坯,钢混结构,两梯两户,有,低楼层
通州区,南山新村 1室1厅 34平米,20200602,32,9412,1室1厅,4,34,平层,板塔结合,南北,1995,简装,砖混结构,一梯三户,无,高楼层
通州区,安康小区(通州区) 4室2厅 78.75平米,20200605,65,8229,4室2厅,6,78.75,复式,板楼,南北,2000,简装,钢混结构,一梯两户,暂无数据,高楼层
通州区,新瑞文化翡翠园 3室2厅 145平米,20200605,230,15863,3室2厅,25,145,暂无数据,板楼,南,2017,毛坯,混合结构,两梯两户,有,中楼层
通州区,富都豪园 2室2厅 96平米,20200601,118,12292,2室2厅,18,96,平层,板楼,南,2012,精装,混合结构,两梯三户,有,低楼层
通州区,银河家园 3室2厅 115平米,20200605,113,9809,3室2厅,5,115,暂无数据,板楼,南北,2019,毛坯,混合结构,两梯两户,有,中楼层
通州区,双霞花苑 3室2厅 128平米,20200605,115,8985,3室2厅,5,128,平层,板楼,南,2008,毛坯,钢混结构,一梯两户,无,高楼层
通州区,水榭花城 2室2厅 89.9平米,20200601,132,14683,2室2厅,26,89.9,平层,塔楼,南北,2014,精装,钢混结构,四梯四户,有,低楼层
通州区,天香苑 2室1厅 94.81平米,20200604,122,12826,2室1厅,11,94.81,平层,板楼,东南,未知,毛坯,混合结构,一梯两户,暂无数据,中楼层
通州区,卓越万科新都会 4室2厅 144.69平米,20200601,188,12994,4室2厅,11,144.69,暂无数据,板塔结合,南北,2021,精装,框架结构,一梯两户,有,低楼层
通州区,中南万科大都会 4室2厅 147.77平米,20200601,251,16986,4室2厅,12,147.77,平层,板楼,南,2017,精装,钢混结构,三梯三户,有,中楼层
通州区,书香华府小区 2室1厅 85平米,20200604,129,15177,2室1厅,24,85,暂无数据,板楼,东南南,2015,精装,钢混结构,两梯四户,有,中楼层
通州区,天香苑 2室1厅 80平米,20200601,103,12850,2室1厅,11,80,平层,板楼,南,2016,毛坯,混合结构,两梯两户,有,高楼层
通州区,晏园枫庭 2室1厅 90.7平米,20200604,155,17090,2室1厅,18,90.7,平层,板楼,南,2015,精装,钢混结构,两梯三户,有,低楼层
通州区,金霞东苑 2室2厅 99.8平米,20200601,126,12626,2室2厅,9,99.8,平层,板楼,南,2016,简装,混合结构,两梯两户,有,高楼层
通州区,金通家园 3室2厅 142平米,20200531,200,14085,3室2厅,18,142,暂无数据,板楼,南北,2015,精装,混合结构,六梯两户,有,中楼层
通州区,金通家园 3室2厅 142平米,20200604,164,11550,3室2厅,18,142,暂无数据,板楼,南北,2014,毛坯,混合结构,一梯两户,有,低楼层
通州区,湖滨华庭 3室2厅 145平米,20200604,210,14483,3室2厅,33,145,平层,板楼,南,2014,毛坯,混合结构,两梯四户,有,高楼层
通州区,万豪公寓 3室2厅 152平米,20200531,159,10408,3室2厅,12,152,平层,板楼,南,2010,精装,钢混结构,两梯两户,有,低楼层
通州区,翰林御花园 3室1厅 110平米,20200604,140,12682,3室1厅,21,110,暂无数据,板塔结合,南,2016,精装,混合结构,两梯三户,有,低楼层
通州区,碧桂园天玺湾 3室2厅 122.79平米,20200531,177,14415,3室2厅,28,122.79,平层,板楼,南,2017,精装,混合结构,十六梯三户,有,中楼层
通州区,魅力城(通州区) 2室2厅 103.77平米,20200531,104,9974,2室2厅,30,103.77,平层,板塔结合,南,2015,精装,混合结构,两梯三户,有,低楼层
通州区,第九园 3室1厅 104平米,20200603,156,15000,3室1厅,23,104,暂无数据,板塔结合,南,2014,精装,钢混结构,两梯四户,有,低楼层
通州区,宝盛苑 3室2厅 136.66平米,20200531,152,11123,3室2厅,6,136.66,暂无数据,板塔结合,南北,2015,精装,未知结构,一梯两户,有,低楼层
通州区,璀璨星湖 2室2厅 107平米,20200603,112,10449,2室2厅,9,107,暂无数据,板楼,南北,2009,简装,钢混结构,十二梯两户,有,低楼层
通州区,中南君悦府 3室2厅 128.97平米,20200531,215,16671,3室2厅,9,128.97,平层,板楼,南,2019,毛坯,钢混结构,四梯两户,有,低楼层
通州区,金南小区 2室1厅 88.28平米,20200603,93,10513,2室1厅,5,88.28,暂无数据,板楼,南,1992,简装,混合结构,一梯两户,无,中楼层
通州区,水榭花城 2室2厅 99.7平米,20200603,128,12839,2室2厅,27,99.7,平层,塔楼,南,2011,精装,混合结构,一梯两户,暂无数据,低楼层
通州区,花行桥新村 3室1厅 75平米,20200531,67,8827,3室1厅,5,75,平层,板塔结合,南,1995,简装,混合结构,一梯三户,无,中楼层
通州区,金南小区 3室2厅 137平米,20200531,85,6205,3室2厅,5,137,平层,板楼,南北,1969,精装,钢混结构,一梯两户,无,高楼层
通州区,中南万科大都会 3室1厅 133.25平米,20200603,245,18387,3室1厅,18,133.25,平层,板楼,东南,2014,精装,钢混结构,一梯两户,有,中楼层
通州区,金韵华庭 2室2厅 99.2平米,20200531,130,13105,2室2厅,17,99.2,平层,板塔结合,南,2019,毛坯,钢混结构,一梯三户,有,低楼层
通州区,金色城邦 4室2厅 175平米,20200603,198,11286,4室2厅,18,175,复式,板楼,南北,2011,毛坯,钢混结构,两梯两户,有,高楼层
通州区,天香苑 2室2厅 102平米,20200603,129,12628,2室2厅,17,102,平层,板楼,南,2018,简装,混合结构,两梯两户,有,高楼层
通州区,银河家园 2室2厅 94平米,20200531,101,10745,2室2厅,8,94,平层,板楼,南,2018,毛坯,混合结构,七梯两户,有,低楼层
通州区,滨河人家 2室1厅 86平米,20200531,114,13256,2室1厅,24,86,平层,板楼,东南,2013,精装,钢混结构,一梯两户,有,低楼层
通州区,金和小区 2室2厅 85.7平米,20200603,80,9335,2室2厅,6,85.7,平层,板楼,南,1990,精装,混合结构,一梯一户,无,低楼层
通州区,卓越万科新都会 3室2厅 120平米,20200531,159,13217,3室2厅,11,120,平层,板塔结合,南,未知,精装,框架结构,两梯两户,有,高楼层
通州区,八角亭小区 2室2厅 81平米,20200602,84,10371,2室2厅,6,81,平层,板楼,南,1996,精装,钢混结构,一梯两户,无,中楼层
通州区,星源名苑 2室1厅 116.25平米,20200531,159,13678,2室1厅,18,116.25,平层,板楼,南,2017,毛坯,钢混结构,两梯两户,有,高楼层
通州区,丽景湾 2室1厅 75平米,20200602,83,11067,2室1厅,16,75,平层,板楼,南,2019,毛坯,混合结构,一梯四户,有,中楼层
通州区,天香苑 2室1厅 79平米,20200602,105,13292,2室1厅,11,79,平层,板楼,南,2018,毛坯,混合结构,一梯两户,有,中楼层
通州区,富都豪园 3室2厅 120.01平米,20200531,134,11166,3室2厅,30,120.01,平层,塔楼,南,2012,毛坯,框架结构,两梯三户,有,低楼层
通州区,碧桂园天玺湾 3室2厅 130平米,20200531,188,14462,3室2厅,31,130,平层,塔楼,南北,2013,精装,钢混结构,两梯三户,有,高楼层
通州区,天晖苑 2室1厅 77.56平米,20200602,94,12120,2室1厅,14,77.56,平层,板楼,南,2015,精装,钢混结构,两梯四户,有,中楼层
通州区,天晖苑 3室1厅 132平米,20200531,142,10728,3室1厅,14,132,平层,板楼,南,2014,精装,钢混结构,两梯两户,有,中楼层
通州区,富力院士廷 3室1厅 109.5平米,20200602,145,13243,3室1厅,32,109.5,平层,板塔结合,南,2019,精装,混合结构,两梯四户,有,高楼层
通州区,新瑞文化翡翠园 3室2厅 145平米,20200530,220,15173,3室2厅,29,145,平层,板楼,南北,2017,毛坯,混合结构,两梯两户,有,高楼层
通州区,富都豪园 2室1厅 89平米,20200602,112,12585,2室1厅,34,89,平层,板楼,南,2013,毛坯,混合结构,两梯五户,有,高楼层
通州区,魅力城(通州区) 2室1厅 86平米,20200602,80,9303,2室1厅,29,86,平层,板塔结合,南,2014,精装,混合结构,一梯四户,暂无数据,低楼层
通州区,金桥南苑 4室2厅 170平米,20200530,104,6106,4室2厅,5,170,跃层,板楼,东,2012,精装,混合结构,一梯两户,无,高楼层
通州区,金色城品 2室2厅 87平米,20200530,133,15288,2室2厅,18,87,平层,板楼,东,2010,精装,混合结构,两梯三户,有,中楼层
通州区,仁和景苑 3室1厅 138平米,20200602,168,12160,3室1厅,11,138,平层,板楼,南,2015,毛坯,混合结构,一梯两户,有,中楼层
通州区,兴隆花苑 2室2厅 98.31平米,20200602,95,9664,2室2厅,5,98.31,暂无数据,板楼,南,2004,毛坯,钢混结构,一梯两户,暂无数据,中楼层
通州区,魅力城(通州区) 2室1厅 86平米,20200530,84,9710,2室1厅,29,86,暂无数据,板塔结合,南,2013,精装,混合结构,一梯四户,暂无数据,中楼层
通州区,璀璨星湖 4室2厅 172平米,20200530,165,9594,4室2厅,9,172,平层,板楼,南,未知,简装,钢混结构,两梯两户,有,低楼层
通州区,南山新村 2室2厅 64平米,20200526,67,10375,2室2厅,4,64,平层,板楼,南,1993,简装,钢混结构,一梯两户,无,中楼层
通州区,翰铂府北区 2室2厅 88平米,20200530,124,14078,2室2厅,22,88,平层,板楼,南北,2014,精装,混合结构,两梯三户,有,高楼层
通州区,富都豪园 3室1厅 119平米,20200526,136,11429,3室1厅,26,119,平层,板楼,南,2015,毛坯,混合结构,两梯六户,有,低楼层
通州区,天晖苑 3室2厅 104.65平米,20200530,126,12041,3室2厅,14,104.65,平层,板楼,南,2015,精装,混合结构,两梯四户,有,高楼层
通州区,天晖苑 2室1厅 96平米,20200526,109,11303,2室1厅,9,96,暂无数据,板楼,南西南,2016,毛坯,混合结构,一梯两户,有,中楼层
通州区,玖熙墅 5室1厅 200平米,20200530,307,15350,5室1厅,3,200,复式,板塔结合,南,未知,毛坯,未知结构,一梯四户,暂无数据,低楼层
通州区,仁和景苑 3室1厅 120.5平米,20200526,168,13901,3室1厅,11,120.5,平层,板楼,南,2013,毛坯,混合结构,两梯两户,有,高楼层
通州区,天晖苑 2室2厅 96平米,20200525,133,13855,2室2厅,9,96,平层,板楼,南,2014,精装,钢混结构,一梯两户,有,中楼层
通州区,果园名居 3室2厅 106平米,20200530,100,9434,3室2厅,5,106,暂无数据,板楼,南,2010,精装,混合结构,两梯两户,有,低楼层
通州区,陵园联建楼 1室1厅 63.6平米,20200525,59,9277,1室1厅,6,63.6,暂无数据,暂无数据,南,2006,简装,未知结构,一梯两户,无,高楼层
通州区,泰山公寓 2室1厅 83平米,20200529,88,10603,2室1厅,5,83,暂无数据,板楼,南,2009,精装,混合结构,一梯两户,暂无数据,中楼层
通州区,水榭花都 2室2厅 90.5平米,20200525,128,14144,2室2厅,18,90.5,平层,板楼,东南南,2008,精装,钢混结构,一梯三户,暂无数据,高楼层
通州区,仁和景苑 2室2厅 104平米,20200529,127,12212,2室2厅,18,104,暂无数据,板楼,南,2015,毛坯,混合结构,十四梯三户,有,低楼层
通州区,银河湾 3室2厅 150平米,20200525,150,10000,3室2厅,10,150,平层,板楼,南,2016,毛坯,混合结构,一梯两户,有,低楼层
通州区,天晖苑 3室2厅 105平米,20200529,127,12077,3室2厅,14,105,暂无数据,板楼,南,2019,精装,钢混结构,两梯四户,有,中楼层
通州区,金韵华庭 2室2厅 76.3平米,20200525,99,12976,2室2厅,9,76.3,平层,板楼,南,2018,毛坯,混合结构,两梯八户,有,中楼层
通州区,金桥花园 3室2厅 131平米,20200529,118,8978,3室2厅,10,131,平层,板楼,南,2010,毛坯,钢混结构,两梯两户,有,低楼层
通州区,假日阳光 3室2厅 120平米,20200525,65,5344,3室2厅,12,120,复式,板楼,南,2011,精装,混合结构,两梯十六户,有,高楼层
通州区,第九园 2室2厅 103.77平米,20200529,136,13106,2室2厅,23,103.77,暂无数据,板塔结合,南,1990,毛坯,钢混结构,两梯四户,有,低楼层
通州区,中实锦绣园 3室2厅 108平米,20200525,147,13610,3室2厅,17,108,平层,板楼,南,2013,精装,钢混结构,两梯三户,有,中楼层
通州区,金霞东苑 3室2厅 132平米,20200529,147,11099,3室2厅,8,132,平层,板楼,南,2014,精装,钢混结构,一梯两户,暂无数据,中楼层
通州区,富力院士廷 3室2厅 109平米,20200525,145,13267,3室2厅,33,109,平层,塔楼,南,2016,精装,混合结构,两梯四户,有,高楼层
通州区,鲁班大厦 2室2厅 99平米,20200529,82,8192,2室2厅,18,99,平层,板塔结合,南,2000,简装,钢混结构,八梯四户,有,高楼层
通州区,江海皇都私家花园 3室2厅 147.05平米,20200528,170,11561,3室2厅,6,147.05,平层,板楼,南,2008,精装,框架结构,两梯两户,有,中楼层
通州区,学林东苑 2室2厅 94.5平米,20200525,120,12699,2室2厅,10,94.5,平层,板楼,南,2016,精装,钢混结构,一梯两户,有,高楼层
通州区,湖滨华庭 3室2厅 100.98平米,20200528,135,13369,3室2厅,33,100.98,平层,板楼,南北,2017,毛坯,混合结构,两梯四户,有,高楼层
通州区,东飞花园 2室1厅 99.11平米,20200525,65,6559,2室1厅,5,99.11,平层,板楼,南,2013,毛坯,混合结构,一梯两户,暂无数据,中楼层
通州区,通州花苑 3室2厅 137平米,20200525,95,6920,3室2厅,7,137,平层,板楼,南北,1997,精装,混合结构,一梯两户,无,中楼层
通州区,福瑞嘉园 2室2厅 95.24平米,20200528,149,15570,2室2厅,26,95.24,平层,板楼,南,2016,精装,混合结构,两梯三户,有,低楼层
通州区,富力院士廷 3室2厅 109平米,20200525,139,12753,3室2厅,31,109,暂无数据,板楼,南,2019,精装,混合结构,两梯四户,有,高楼层
通州区,天虹苑 2室1厅 78平米,20200528,94,12052,2室1厅,14,78,暂无数据,板楼,南,2014,毛坯,混合结构,一梯四户,有,高楼层
通州区,富力院士廷 3室2厅 109平米,20200528,138,12661,3室2厅,31,109,平层,板楼,南,2020,精装,钢混结构,两梯四户,有,高楼层
通州区,万和华府 3室2厅 116.7平米,20200525,183,15682,3室2厅,13,116.7,平层,板楼,南,2013,精装,混合结构,两梯三户,有,中楼层
通州区,富力院士廷 3室2厅 109平米,20200528,138,12661,3室2厅,29,109,平层,板楼,南,2020,简装,框架结构,两梯四户,有,高楼层
通州区,罗福宫 3室1厅 97平米,20200525,160,16475,3室1厅,23,97,平层,板楼,南北,2014,毛坯,混合结构,两梯四户,有,高楼层
通州区,金桥世家 2室2厅 114.32平米,20200525,135,11809,2室2厅,17,114.32,平层,板楼,南北,2007,简装,混合结构,两梯三户,有,低楼层
通州区,恒生·东翔花苑 2室1厅 75平米,20200528,58,7734,2室1厅,5,75,平层,板楼,南,2013,毛坯,混合结构,一梯两户,暂无数据,中楼层
通州区,金和小区 2室1厅 79平米,20200528,73,9190,2室1厅,7,79,平层,板楼,南,1995,精装,钢混结构,一梯两户,无,中楼层
通州区,富都豪园 2室2厅 89.8平米,20200524,100,11136,2室2厅,30,89.8,平层,塔楼,南,2012,毛坯,框架结构,两梯三户,有,低楼层
通州区,中南万科大都会 3室2厅 125平米,20200524,195,15560,3室2厅,18,125,平层,板楼,南,2018,精装,钢混结构,一梯三户,暂无数据,低楼层
通州区,新三园花苑 2室1厅 58平米,20200528,73,12587,2室1厅,10,58,平层,板楼,南,2010,精装,框架结构,一梯两户,有,中楼层
通州区,中实锦绣园 2室2厅 88平米,20200524,110,12500,2室2厅,17,88,平层,板楼,南,2015,毛坯,混合结构,两梯三户,有,中楼层
通州区,通州花苑 4室1厅 138平米,20200528,80,5761,4室1厅,6,138,暂无数据,板楼,南,2024,精装,砖混结构,两梯两户,有,高楼层
通州区,兴发花苑 3室1厅 153平米,20200524,98,6380,3室1厅,6,153,暂无数据,板塔结合,南,2008,毛坯,钢混结构,一梯两户,无,低楼层
通州区,星源花苑 5室2厅 228.5平米,20200528,197,8613,5室2厅,5,228.5,暂无数据,板楼,南,2006,简装,钢混结构,一梯两户,无,低楼层
通州区,翠园新村 1室1厅 39平米,20200527,37,9488,1室1厅,4,39,暂无数据,板楼,南,2000,其他,砖混结构,一梯两户,无,低楼层
通州区,花行桥新村 1室1厅 44.19平米,20200524,40,9052,1室1厅,4,44.19,平层,板塔结合,南,未知,简装,混合结构,一梯两户,无,中楼层
通州区,金色城邦 3室2厅 149.06平米,20200527,161,10802,3室2厅,18,149.06,复式,板楼,南北,2015,毛坯,框架结构,一梯两户,有,高楼层
通州区,丽景湾 3室2厅 97.5平米,20200524,107,10975,3室2厅,7,97.5,平层,板楼,南,2019,毛坯,钢混结构,一梯两户,暂无数据,中楼层
通州区,银河家园 3室2厅 110平米,20200527,105,9528,3室2厅,5,110,平层,板楼,南,2019,毛坯,混合结构,一梯两户,有,中楼层
通州区,建筑一村 2室1厅 75.4平米,20200524,72,9550,2室1厅,3,75.4,平层,板楼,南,1993,精装,框架结构,一梯三户,无,低楼层
通州区,富力院士廷 4室2厅 140.72平米,20200527,170,12081,4室2厅,8,140.72,平层,板楼,南,2017,精装,钢混结构,一梯两户,有,低楼层
通州区,金霞北苑 2室1厅 70.65平米,20200523,85,12032,2室1厅,6,70.65,平层,板楼,南,2012,简装,混合结构,一梯两户,无,低楼层
通州区,富力院士廷 3室2厅 110.4平米,20200527,138,12500,3室2厅,33,110.4,暂无数据,板楼,南,2019,精装,混合结构,两梯四户,有,高楼层
通州区,南山湖一号 2室2厅 95平米,20200523,200,21040,2室2厅,30,95,平层,板楼,南,2015,毛坯,混合结构,一梯三户,暂无数据,低楼层
通州区,翰铂府北区 3室2厅 108平米,20200527,132,12223,3室2厅,22,108,平层,板楼,东南,2015,毛坯,混合结构,两梯三户,有,中楼层
通州区,中梁望府 4室2厅 141平米,20200523,220,15603,4室2厅,11,141,平层,板楼,南北,2017,精装,混合结构,两梯两户,有,中楼层
